column0,cell2_z2,cell3_z2,cell4_z2,cell5_z2,cell6_z2,cell7_z2,cell8_z2,cell9_z2
28.75,0.00172788119199215,0.00277786559183083,0.00256654391040768,0.00413592958921845,0.00232432436420222,0.00105176094380374,0.00276123379983406,0.00280101139929142
29,0.00645200518010131,0.00721640543784376,0.00286862828841448,0.00886745454267299,0.00924663031860669,0.00237821237690543,0.00728604285557813,0.00587596977496825
29.25,0.00195321884460507,0.0010460102125056,0.00353223506709883,0.00461534831306896,0.00246746373782106,0.00162400506159759,0.00349032909050238,0.0046657366680233
29.5,0.00202751739910894,0.000147299727031834,0.00358278624832054,0.00427659002564432,0.00276594050891502,0.00171194137885839,0.000650321720295663,0.0038814440621531
29.75,0.00200316381411491,0.00124005034399434,0.00336350347548453,0.00374679527472614,0.00368053602772942,0.00261377215260199,0.000953822151064486,0.00238200382098477
30,0.00222288287423114,0.0078245017640713,0.00865511443379822,0.000976675356355223,0.000963547569889147,0.00652095491024331,0.00680534011726695,0.0028750732457694
30.25,0.001761702359531,0.00303287181815025,0.0020459357699928,0.0021237200810978,0.00287046482508439,0.00396759407965857,0.00278895210444744,0.00649868144647156
30.5,0.00167664746906807,0.00353135590771473,0.00134106424277699,0.00130889517952337,0.00230667173603969,0.00402916377843405,0.00321008959794587,0.00254278421557114
30.75,0.00170130300289901,0.00366179433527671,0.00130939745778139,0.000610022379188133,0.00173126355085613,0.00397150030628384,0.00282458135515481,0.0027721579255428
31,0.00548676500900203,0.00557666053139119,0.012910666462784,0.00571745152609696,0.00787838337073739,0.00494715482817328,0.00301854419344696,0.00346584721593516
31.25,0.00191846455928628,0.00323361139898255,0.00283319782307926,0.000744858339516961,0.00312236498567534,0.00279720462906982,0.00318312415036514,0.0013370504536908
31.5,0.00196679417856073,0.00290720667684437,0.00341309556341424,0.00148971503371001,0.00400110042798999,0.0017947403887484,0.00130598216692642,0.00294426328561371
31.75,0.00191603439558653,0.00275559338326793,0.00372402425910546,0.00202320769370044,0.00433978950879409,0.00104172825469673,0.000288146258575318,0.00547814915890165
32,0.00195864166895307,0.00239866952855856,0.00204930776722255,0.00671041400775462,0.0031532660731722,0.00261180683323459,0.00770685737213588,0.00501350530786651
32.25,0.00166678754735006,0.00281429374424417,0.00333227707623256,0.00329789769647057,0.00406826223827083,0.00126032014626399,0.00278089293897656,0.002268240083932
32.5,0.00160520938423836,0.00279432644331152,0.00278980089470051,0.0034559282896449,0.00352530602571873,0.00208652780579731,0.0037540673691734,0.00182055864902576
32.75,0.00165722194593972,0.00254450410315575,0.00208963185461656,0.00354007249757811,0.00242020865639501,0.00252986480958554,0.0027147763442395,0.0039334495180174
33,0.00467793695794986,0.00334023470055664,0.00699879149571241,0.00438464064469181,0.00669022204622562,0.00248126073747364,0.00810288098755103,0.00288167146109577
33.25,0.00187573840593693,0.00152906090095401,0.00150766532629343,0.00260844417884895,0.000906803466429065,0.00377897513501474,0.00364997863667037,0.000823318474310906
33.5,0.00190664783773086,0.00106998719417139,0.00176706083420353,0.00212842194398168,0.00146805289840132,0.0035154677547667,0.00374117721970553,0.0034749781178465
33.75,0.00183793107836335,0.00123746810053118,0.00210723976770976,0.00201527198629642,0.00233386888269478,0.00335137637978289,0.00218652221948595,0.00121324607711286
34,0.00197560805695101,0.00285790458977677,0.00208311640933502,0.00662758326785349,0.00134516893274298,0.00308337515331688,0.00270726394999369,0.00880883929557014
34.25,0.00159216629122761,0.00233648408803835,0.00217511321015242,0.00343181359951433,0.00381972516674822,0.00124732084064226,0.00312940203252408,0.00220126556986071
34.5,0.00155164827760777,0.00270568646849664,0.00187834197013362,0.00406698416826785,0.00395483567089134,0.00109639926706151,0.00145786887984408,0.00224528617818298
34.75,0.00162255453150457,0.00277274226362026,0.00136356023830002,0.00464043343220288,0.0040423151496979,0.0013571173090653,0.00305058815061201,0.0024762954508216
35,0.00411936428832672,0.00267977884436852,0.00701243774498179,0.0076594946260873,0.00319170694668579,0.00130920256529066,0.00472507968025046,0.00706827600489751
35.25,0.00183147502405813,0.0022358466880007,0.000681303138402466,0.00480421035768933,0.00280977803037645,0.00218976758349675,0.00216201565379284,0.00384245027252397
35.5,0.00184607576026238,0.00178614596572075,0.00115672322647441,0.00458931834046598,0.00202452127150967,0.0029953122702592,0.00295380637446802,0.00239907944346246
35.75,0.00176379692476167,0.00150909426231576,0.00174617926402674,0.00401883211045838,0.00107292557669139,0.0028070541723658,0.00215348593375572,0.00168265794481133
36,0.00199677008109894,0.00305292705954326,0.00397248867878443,0.00733090131186016,0.00490699272832336,0.0068413290540837,0.00391438896061378,0.00645497447024883
36.25,0.00152729337467495,0.00176302634495575,0.00261122495595078,0.00237364734836769,0.00101960910558049,0.00267665219726099,0.00280431617167345,0.00150883463078956
36.5,0.00150308027514766,0.00199157642555177,0.00284806609427771,0.00132564954115113,0.00154132596988483,0.00250025624876076,0.00218290920848477,0.000123361342390946
36.75,0.00158490044449715,0.00201490660842599,0.00287170289229133,0.000562918793243307,0.00205726177069698,0.00229134474756353,0.00266196154676364,0.00324401535337944
37,0.00382511678766217,0.00288607512479823,0.00450252722635146,0.00506150740160811,0.00712148514398959,0.00626541793856303,0.00264169117097753,0.00874387844320308
37.25,0.00177778095438974,0.00147504926335012,0.00264617517929347,0.00189885007647945,0.00268664494646535,0.0019634372785237,0.00288628015561776,0.00353551593245191
37.5,0.00178087366834316,0.00100556759776868,0.00242569726179494,0.00256288874264167,0.00271048228180187,0.00207593251029304,0.00201261634923966,0.0017600813733096
37.75,0.00169289076607901,0.000775035536679575,0.00229135414540371,0.00302107280999424,0.00264198381695857,0.0019058353188752,0.00217678575327807,0.00251502297751752
38,0.00215172620508562,0.00231192896655428,0.00152561117375791,0.00415210338312466,0.00129661498684447,0.00305827600220237,0.00541881317523143,0.00628914414128002
38.25,0.00148017620856049,0.00149491446470364,0.00215121953453989,0.00282179584566724,0.00163190566748138,0.00157988388196879,0.000955423185867435,0.00234428551970164
38.5,0.00147091555402577,0.00186613937348301,0.00216779496481703,0.00215605820622978,0.00113363969253916,0.00165426868785834,0.00114378078889418,0.00358789095928109
38.75,0.00155632454209363,0.00202198384992081,0.00213933667305966,0.00142054554151535,0.00113954018176364,0.000963097959923357,0.00112387279533628,0.00397622348760051
39,0.00370498981664818,0.00269799101797656,0.00323707674250183,0.00410904318654393,0.00422024682193388,0.00582341815139294,0.00493936597313963,0.00333485064976098
39.25,0.00172063208326078,0.00173726388465818,0.00208992380352654,0.0008410331609148,0.00269754202831317,0.00204697571959161,0.0019332521297857,0.00191533388231146
39.5,0.00170916506245374,0.00140696976863279,0.00210492088891976,0.00158729711148312,0.00317737211317776,0.00211462238326525,0.0012270380383186,0.00123097057796852
39.75,0.00161427642835944,0.0012116853874059,0.00222700930395083,0.00231991813989591,0.00336401584951776,0.00275145705268523,0.00123233767293633,0.00253120917052795
40,0.00228103790574494,0.00131677818318399,0.00179713428428513,0.00136990912971078,0.00585534293799859,0.00375559670352378,0.00366673395694432,0.00293705809634812
40.25,0.00142340849829399,0.00153198450986028,0.0024806461590475,0.0030069635429074,0.00278393742720838,0.00259450799539374,0.001674733837098,0.00204392844438588
40.5,0.00142952928378332,0.00177195644526672,0.00249578965407276,0.00303091822033709,0.00221296460234986,0.00145019295754943,0.00272733441531696,0.00187654235900435
40.75,0.00152183981696753,0.00183353307070456,0.00229420006317912,0.00274395335760075,0.00231279686536586,0.00175482043129003,0.00221070799895153,0.00116622053663048
41,0.00380130491113904,0.0018334785381041,0.00397977059972901,0.00358463448986039,0.00538652750185309,0.00496427357880314,0.0054709933415196,0.00441079666361471
41.25,0.001674562178167,0.0013466048981889,0.00131542526135011,0.0018455683047988,0.00309827082434896,0.00230949065671628,0.00101883372100694,0.00184787154483449
41.5,0.00165889338664393,0.000842864133697167,0.000633824639433737,0.00134400051207299,0.00344931173173323,0.00330698320919574,0.00112503224872461,0.00145556090771326
41.75,0.00156519824159894,0.000389087781847383,0.000617434159627962,0.00131959573338836,0.00352260162685909,0.00371300675185298,0.000635065607898383,0.00199509562992749
42,0.00239193566668936,0.00420418741414906,0.0049644842428966,0.00384446788556907,0.00477777260792058,0.00156650584623377,0.00120823586826463,0.0021484596014849
42.25,0.00139217579543612,0.00104972617470414,0.0020329269099447,0.00220902836096845,0.00254894028847677,0.00349879231146827,0.00221542753812057,0.000616434134523655
42.5,0.0013986307232294,0.00139946738528517,0.00256270747631496,0.00275127834066429,0.00198234915607233,0.00402768768825373,0.00198942357244067,0.00236241538613406
42.75,0.00148197914440318,0.00155283646993262,0.00285434464435464,0.00291940576804746,0.00148979425942221,0.0034283299000688,0.0026886925491668,0.00170677078733255
43,0.0039921245392735,0.00336090890007245,0.00184756740954804,0.00144328254842053,0.00575851289059372,0.0020400607719034,0.00507370446016818,0.00331727253532568
43.25,0.00160727604677184,0.00128310583338064,0.0026621889471013,0.00259078455732234,0.00128449327224179,0.00205323668912439,0.00359230839584239,0.00331352538618063
43.5,0.00158731001077393,0.00103713950739929,0.00227875931542565,0.00203148645290505,0.00135295040918188,0.00198628378593208,0.00245100033619008,0.00424723772398028
43.75,0.00149873482392541,0.000986857069328642,0.0019294221383799,0.00124138119937321,0.00110006307662873,0.000875087808905219,0.00224652060037708,0.00251199953516957
44,0.00248077970062135,0.00210492535832837,0.00554195096760848,0.00692433080928908,0.00345091114934672,0.00328178402057315,0.00235204092908929,0.00547692013726275
44.25,0.00135752268522924,0.00147397639547625,0.00203756250841379,0.000516278631848861,0.00134345293862029,0.00236756360638549,0.00172777981384668,0.000416901834658612
44.5,0.00137151259678681,0.00163990017754955,0.00237839409229312,0.00132422597819276,0.00158093190206629,0.00216132548666558,0.00260942237793149,0.00149081412996024
44.75,0.00145078015801237,0.00161235524363984,0.00267744067099957,0.00192379482603849,0.00199451690244666,0.00271552153907109,0.00216595035361602,0.00334728736856719
45,0.00413965104169317,0.00118641223934519,0.00329882683615874,0.00420086388093434,0.00624728775785349,0.00384499383124046,0.00285885538875764,0.00581903738845039
45.25,0.00155146387031217,0.000990991386924457,0.0026952636968411,0.00261443804475423,0.00213644172025414,0.00228322020585908,0.00202158890256073,0.00310956969033117
