x,oscil,steady
0.00327867852,1.97621882,1.64158189
0.00331431627,1.96822906,1.6365515
0.00334995426,1.96023941,1.63152099
0.00338559202,1.95224977,1.62649059
0.00342122978,1.94412088,1.6211735
0.00345686753,1.93627989,1.61641324
0.00349250552,1.9284389,1.61165297
0.00352814328,1.92057931,1.60684597
0.00356378104,1.91234136,1.60115206
0.00359941879,1.90340745,1.59530616
0.00363505655,1.89447355,1.58946025
0.00367069454,1.88531804,1.58305633
0.0037063323,1.87575221,1.57562244
0.00374197005,1.86771798,1.5701679
0.00377760781,1.85995245,1.56505823
0.0038132458,1.85104012,1.55846488
0.00384888356,1.84176683,1.55140722
0.00388452131,1.83591366,1.54788125
0.0039201593,1.83170545,1.54605412
0.00395579729,1.8284241,1.54454648
0.00399143482,1.82578981,1.54326272
0.00402707234,1.82688439,1.545766
0.00406271033,1.83173585,1.55208492
0.00409834832,1.83676338,1.5579325
0.00413398584,1.84204245,1.56310511
0.00416962383,1.84949613,1.57005274
0.00420526136,1.86153328,1.58074141
0.00424089935,1.87367594,1.59186995
0.00427653734,1.88617051,1.60444725
0.00431217533,1.89897799,1.6170522
0.00434781285,1.91361248,1.62981367
0.00438345084,1.9283607,1.64314485
0.00441908836,1.9432925,1.65739214
0.00445472635,1.95822418,1.67163932
0.00449036434,1.97115684,1.68286645
0.00452600187,1.98413336,1.69458461
0.00456163986,1.9971993,1.70679796
0.00459727738,2.01026511,1.71901143
0.00463291537,2.02139521,1.72810245
0.00466855336,2.03310871,1.73738194
0.00470419088,2.04533815,1.74713135
0.00473982887,2.05756736,1.75688076
0.0047754664,2.06359124,1.76192594
0.00481110439,2.06592822,1.76391637
0.00484674238,2.06829262,1.76584649
0.0048823799,2.07065701,1.76777661
0.00491801789,2.07612419,1.77036417
0.00495365541,2.0843823,1.7732358
0.0049892934,2.09240222,1.77598524
0.00502493139,2.10042214,1.77873468
0.00506056892,2.10718513,1.78128719
0.00509620691,2.11086082,1.78346682
0.00513184443,2.11453652,1.78564644
0.00516748242,2.11821246,1.78782618
0.00520312041,2.12215996,1.79040313
0.00523875793,2.12770057,1.79403985
0.00527439592,2.1319685,1.79731989
0.00531003391,2.1362884,1.80083239
0.00534567144,2.14060855,1.80434477
0.00538130943,2.15197015,1.81471896
0.00541694742,2.16371393,1.82546806
0.00545258494,2.17145085,1.83440506
0.00548822293,2.17854881,1.84306014
0.00552386045,2.18340611,1.84876263
0.00555949844,2.18761373,1.85362446
0.00559513643,2.19725108,1.8623457
0.00563077396,2.20227456,1.86612165
0.00566641195,2.2025001,1.86414433
0.00570204947,2.20185733,1.86188519
0.00573768746,2.19931078,1.85917115
0.00616534101,1.88957238,1.5710783
0.006200979,1.88961589,1.57105243
0.00623661699,1.89022005,1.57153249
0.00627225451,1.89045322,1.57172716
0.0063078925,1.89209235,1.5729692
0.00634353049,1.89304268,1.57375431
0.00637916801,1.89396346,1.57452047
0.006414806,1.89533973,1.57553864
0.00645044353,1.89677954,1.57659256
0.00648608152,1.8997767,1.57789338
0.00652171951,1.90317178,1.57925749
0.00655735703,1.90406358,1.57992816
0.00659299502,1.90392745,1.58031678
0.00662863255,1.90379143,1.58070552
0.00666427054,1.90365529,1.58109415
0.00669990852,1.90329015,1.58155024
0.00673554605,1.90273356,1.58206153
0.00677118404,1.90217698,1.58257282
0.00680682156,1.90162241,1.58308399
0.00684245955,1.90031767,1.58361435
0.00687809754,1.89773858,1.58414507
0.00691373507,1.89515948,1.58467591
0.00694937306,1.89258027,1.58520675
0.00698501058,1.88959301,1.58559299
0.00702064857,1.88519061,1.58545756
0.00705628656,1.88078809,1.58532202
0.00709192455,1.87638569,1.5851866
0.00712756207,1.87205088,1.58504474
0.0071631996,1.86806273,1.58388197
0.00719883759,1.86407471,1.58271933
0.00723447558,1.86008656,1.58155656
0.00727011357,1.85611796,1.58040571
0.00730575109,1.85332942,1.57841921
0.00734138908,1.85060096,1.57625079
0.0073770266,1.8478725,1.57408237
0.00741266459,1.84514403,1.57191396
0.00744830258,1.84345996,1.56935513
0.00748394011,1.84198403,1.56638253
0.0075195781,1.84050822,1.56341004
0.00755521562,1.83903337,1.56049597
0.00759085361,1.83782899,1.5577426
0.0076264916,1.83685505,1.55439198
0.00766212912,1.83588123,1.55104125
0.00769776711,1.83475399,1.54817414
0.00773340464,1.8334955,1.54542112
0.00776904263,1.8323034,1.54190445
0.00780468062,1.83106565,1.53864443
0.00784031861,1.82969201,1.53612542
0.00787595659,1.82831049,1.5335356
0.00791159365,1.82689047,1.53060365
0.00794723164,1.82546008,1.52763915
0.00798286963,1.82391679,1.52431989
0.00801850762,1.82237339,1.5210005
0.00805414468,1.82109702,1.51783657
0.00808978267,1.81982255,1.51467371
0.00812542066,1.81872261,1.51139128
0.00816105865,1.8176403,1.50809574
0.00819669664,1.81712151,1.50540638
0.00823233463,1.81682777,1.50272787
0.00826797169,1.81661713,1.49994195
0.00830360968,1.81640649,1.49715602
0.00833924767,1.81679142,1.49545658
0.00837488566,1.81783044,1.49410546
0.00841052271,1.81887662,1.49274874
0.0084461607,1.8199228,1.49139202
0.00848179869,1.82211244,1.49120975
0.00851743668,1.8254323,1.49204981
0.00855307467,1.82875228,1.49288976
0.00858871266,1.83207226,1.49372971
0.00862435065,1.83523297,1.49483597
0.00865998771,1.837641,1.49662018
0.0086956257,1.84004915,1.49840438
0.00873126369,1.84245718,1.50018859
0.00876690168,1.84528625,1.50236845
0.00880253874,1.85230243,1.50787461
0.00883817673,1.85934353,1.51339054
0.00887381472,1.86638474,1.51890647
0.00890945271,1.87342608,1.52442253
0.0089450907,1.8824296,1.53319514
0.00898072869,1.89137113,1.54193926
0.00901636574,1.90031254,1.55068338
0.00905200373,1.90925395,1.5594275
0.00908764172,1.91593516,1.56721473
0.00912327971,1.92206442,1.57485807
0.00915891677,1.92815721,1.58245182
0.00919455476,1.93424535,1.59003615
0.00923019275,1.94213068,1.60008049
0.00926583074,1.95099115,1.61126006
0.00930146873,1.96120536,1.62426114
0.00933710672,1.97141945,1.63726211
0.00937274378,1.98442173,1.65443635
0.00940838177,2.00079823,1.67659843
0.00944401976,2.01379347,1.69382417
0.00947965775,2.02124596,1.70294869
0.00951529481,2.03036308,1.71381819
0.00955093279,2.04174447,1.72670758
0.00958657078,2.05108213,1.7362901
0.00962220877,2.06517243,1.75020051
0.00965784676,2.06420493,1.74823868
0.00969348475,2.05746007,1.74041295
0.0101211388,1.59461415,1.36240792
0.0101567758,1.59480381,1.362445
0.0101924138,1.59500754,1.36252582
0.0102280518,1.59542763,1.36282706
0.0102636889,1.59680796,1.36379206
0.0102993269,1.59950435,1.36539829
0.0103349648,1.60206974,1.36699164
0.0103706028,1.60344493,1.36816144
0.0104062408,1.60379183,1.36915278
0.0104418788,1.60241282,1.3698349
0.0104775168,1.60103369,1.3705169
0.0105131539,1.59965467,1.37119901
0.0105487918,1.59798002,1.37195468
0.0105844298,1.59535635,1.37296665
0.0106200669,1.59273279,1.3739785
0.0106557049,1.59010911,1.37499046
0.0106913429,1.58727467,1.37603545
0.0107269809,1.58130896,1.37752879
0.0107626189,1.57534313,1.37902224
0.0107982568,1.56937742,1.38051558
0.0108338948,1.56341159,1.38200891
0.0108695328,1.55955267,1.38320673
0.0109051699,1.55593181,1.38436854
0.0109408079,1.55231082,1.38553035
0.0109764449,1.54868996,1.38669217
0.0110120829,1.54559481,1.38709819
0.0110477209,1.54258752,1.38723791
0.0110833589,1.53958023,1.38737762
0.0111189969,1.53657293,1.38751733
0.0111546349,1.53300738,1.38700211
0.0111902729,1.52921796,1.38576078
0.0112259109,1.52542865,1.38451946
0.0112615479,1.52163935,1.38327813
0.0112971859,1.51771498,1.38147295
0.0113328239,1.51338267,1.37840605
0.011368461,1.50905049,1.37533915
0.0114040989,1.50471818,1.37227225
0.0114397369,1.50054824,1.36915529
0.0114753749,1.49586356,1.36482418
0.0115110129,1.49117887,1.36049306
0.0115466509,1.48649418,1.35616195
0.0115822889,1.48238659,1.352036
0.0116179259,1.47775459,1.34739995
0.0116535639,1.4731226,1.3427639
0.0116892019,1.46862638,1.33814049
0.011724839,1.46506178,1.3336035
0.011760477,1.46086371,1.3290298
0.011796115,1.45655429,1.32444954
0.011831753,1.45362985,1.32008767
0.0118673909,1.45116282,1.31579757
0.0119030289,1.44841874,1.3112781
0.0119386669,1.44553673,1.30664456
0.0119743049,1.4438293,1.30254006
0.012009942,1.44301021,1.29883385
0.01204558,1.4422344,1.29472375
0.012081217,1.44189847,1.29053891
0.012116855,1.44242477,1.28712261
0.012152493,1.44295108,1.28370643
0.012188131,1.44387519,1.280146
0.012223769,1.44616926,1.27698767
0.012259407,1.4487108,1.27422321
0.012295045,1.45125234,1.27145875
0.0123306829,1.45401061,1.26873112
0.01236632,1.45848513,1.26671958
0.012401958,1.463081,1.26498604
0.012437596,1.46767688,1.2632525
0.012473233,1.47227275,1.26151884
0.012508871,1.47861969,1.26113534
0.012544509,1.48504114,1.26074231
0.012580147,1.49146247,1.26034939
0.012615785,1.49788392,1.25995636
0.012651423,1.50584865,1.26156259
0.012687061,1.51408124,1.26318359
0.012722699,1.52231383,1.2648046
0.012758336,1.53054643,1.26642561
0.012793974,1.54090452,1.27124977
0.0128296111,1.55302119,1.27745974
0.0128652491,1.56513798,1.28366971
0.0129008871,1.57725477,1.28987968
0.012936525,1.58893633,1.29773843
0.012972163,1.59914887,1.30710387
0.013007801,1.60936129,1.31646931
0.013043439,1.61957383,1.32583475
0.013079077,1.62888765,1.33435869
0.0131147141,1.6357975,1.34063399
0.0131503521,1.64270747,1.34690917
0.01318599,1.64961743,1.35318446
0.0132216271,1.65674174,1.35959423
0.0132572651,1.6654247,1.36702275
0.0132929031,1.67962599,1.38208199
0.0133285411,1.69601405,1.39824224
0.0133641791,1.71240103,1.41440237
0.013399817,1.72333312,1.42383111
0.013435455,1.7339654,1.43284893
0.0134710921,1.75082505,1.44300759
0.0135067301,1.76407206,1.44972968
0.0135423681,1.77614284,1.4546721
0.0135780051,1.78142726,1.45622587
0.0136136431,1.78329432,1.4532733
0.0136492811,1.77826011,1.4481827
0.0140769351,1.34457397,1.1016773
0.0141125731,1.3449198,1.10192776
0.0141482111,1.34505725,1.10204053
0.0141838491,1.34644651,1.10318112
0.0142194871,1.34748232,1.1040442
0.0142551251,1.34947872,1.10550034
0.0142907612,1.35076559,1.10653734
0.0143263992,1.35205233,1.10757422
0.0143620372,1.35392249,1.10958278
0.0143976752,1.3558166,1.1116339
0.0144333132,1.35612941,1.11118424
0.0144689512,1.35586715,1.11195648
0.0145045891,1.35553122,1.11304629
0.0145402271,1.35460985,1.11111271
0.0145758651,1.35368371,1.10886157
0.0146115031,1.35281801,1.10680413
0.0146471392,1.35195231,1.10474682
0.0146827772,1.35108662,1.10268939
0.0147184152,1.34966218,1.09898257
0.0147540532,1.34785831,1.09338534
0.0147896912,1.34605432,1.08778799
0.0148253292,1.34425044,1.08219087
0.0148609672,1.34249711,1.07682383
0.0148966052,1.34077656,1.07030618
0.0149322432,1.33905613,1.06378853
0.0149678811,1.33733559,1.05727088
0.0150035173,1.33586657,1.05095458
0.0150391553,1.33451509,1.04614389
0.0150747932,1.33316362,1.04133332
0.0151104312,1.33181214,1.03652263
0.0151460692,1.33076596,1.0317992
0.0151817072,1.32919061,1.02752531
0.0152173452,1.32761514,1.02325118
0.0152529832,1.32603967,1.01897717
0.0152886212,1.3249414,1.01496804
0.0153242592,1.32329428,1.00981116
0.0153598972,1.32154715,1.004475
0.0153955333,1.3197999,0.999139071
0.0154311713,1.3187685,0.994761527
0.0154668093,1.31701446,0.987927198
0.0155024473,1.31493294,0.98000735
0.0155380853,1.31325006,0.973220289
0.0155737232,1.31215835,0.968108058
0.0156093612,1.31040585,0.960390866
0.0156449992,1.30804312,0.95027858
0.0156806372,1.3061415,0.942433655
0.0157162752,1.30485988,0.937626481
0.0157519113,1.30353665,0.932991862
0.0157875493,1.3021332,0.928689063
0.0158231873,1.30048859,0.922930539
0.0158588253,1.29813743,0.912889361
0.0158944633,1.29586816,0.903315961
0.0159301013,1.29402173,0.896161735
0.0159657393,1.29222369,0.889230311
0.0160013773,1.29104698,0.885126352
0.0160370152,1.28987038,0.881022334
0.0160726532,1.28916717,0.878941298
0.0161082894,1.28847194,0.876894593
0.0161439274,1.29073691,0.886402071
0.0161795653,1.29334354,0.8972314
0.0162152033,1.2947011,0.903665781
0.0162508413,1.29575896,0.909044683
0.0162864793,1.29444253,0.900590658
0.0163221173,1.29221225,0.886834741
0.0163577553,1.29278171,0.886552274
0.0163933933,1.29498756,0.894146025
0.0164290313,1.29722905,0.898170352
0.0164646693,1.29948151,0.901077628
0.0165003054,1.30238378,0.909511745
0.0165359434,1.30605614,0.924497962
0.0165715814,1.30822313,0.930996954
0.0166072194,1.30999541,0.935284317
0.0166428573,1.31226718,0.942032993
0.0166784953,1.3157872,0.954932392
0.0167141333,1.31848133,0.96478349
0.0167497713,1.32097745,0.973908842
0.0167854093,1.32410812,0.984354079
0.0168210473,1.33207262,1.00485337
0.0168566834,1.34186745,1.02666688
0.0168923214,1.35198092,1.04870749
0.0169279594,1.3620944,1.07074821
0.0169635974,1.36683893,1.07575965
0.0169992354,1.37139022,1.07993865
0.0170348734,1.3759414,1.08411765
0.0170705114,1.38142788,1.08920419
0.0171061493,1.38768935,1.09370506
0.0171417873,1.39371967,1.09644878
0.0171774253,1.4000926,1.09843779
0.0172130633,1.40631568,1.10052395
0.0172486994,1.42009771,1.10806513
0.0172843374,1.4380995,1.11912417
0.0173199754,1.45323193,1.12873411
0.0173556134,1.4658705,1.1370846
0.0173912514,1.47635019,1.14361489
0.0174268894,1.48415196,1.14792657
0.0174625274,1.49890637,1.15367842
0.0174981654,1.51748168,1.15898204
0.0175338034,1.52078104,1.1575011
0.0175694413,1.52369606,1.15548611
0.0176050775,1.52006376,1.15170133
0.0180327315,1.04911566,0.855452359
0.0180683695,1.04923046,0.855509996
0.0181040075,1.04956508,0.855763137
0.0181396455,1.0502274,0.856313944
0.0181752834,1.05203986,0.857583642
0.0182109214,1.05375075,0.858847678
0.0182465594,1.05494177,0.859806001
0.0182821974,1.05616176,0.861236811
0.0183178354,1.05740857,0.86305815
0.0183534715,1.05762231,0.864516556
0.0183891095,1.05665243,0.865561426
0.0184247475,1.05570483,0.865096092
0.0184603855,1.05478597,0.862165272
0.0184960235,1.05386722,0.859234452
0.0185316615,1.05294847,0.856303692
0.0185672995,1.05200207,0.85305202
0.0186029375,1.05101085,0.848705709
0.0186385754,1.05001962,0.844359338
0.0186742134,1.04902828,0.840012968
0.0187098496,1.04800606,0.835539579
0.0187454876,1.04595256,0.828648984
0.0187811255,1.04389906,0.821758389
0.0188167635,1.04184568,0.814867854
0.0188524015,1.03979218,0.807977259
0.0188880395,1.03780031,0.802300155
0.0189236775,1.03582072,0.796748519
0.0189593155,1.03384113,0.791196823
0.0189949535,1.03186154,0.785645187
0.0190305915,1.03022265,0.781355619
0.0190662295,1.02874684,0.777514338
0.0191018656,1.02727115,0.773673236
0.0191375036,1.02579534,0.769831955
0.0191731416,1.02413523,0.765505195
0.0192087796,1.02237332,0.760784864
0.0192444175,1.02061152,0.756064534
0.0192800555,1.01884973,0.751344383
0.0193156935,1.01692641,0.74596107
0.0193513315,1.01491821,0.739560604
0.0193869695,1.01291013,0.733160138
0.0194226075,1.01090205,0.726759732
0.0194582436,1.00867152,0.720068753
0.0194938816,1.00671756,0.711334825
0.0195295196,1.00476348,0.702600837
0.0195651576,1.00273538,0.694062889
0.0196007956,1.00002706,0.687314689
0.0196364336,0.998550057,0.675450504
0.0196720716,0.997072518,0.663591564
0.0197077096,0.994655907,0.655947149
0.0197433475,0.992168725,0.648623407
0.0197789855,0.988638401,0.63430059
0.0198146217,0.984905183,0.618615985
0.0198502596,0.982483923,0.609489739
0.0198858976,0.980490148,0.602509797
0.0199215356,0.982684791,0.601118803
0.0199571736,0.987038374,0.602608681
0.0199928116,0.988209784,0.600630105
0.0200284496,0.987068415,0.596295595
0.0200640876,0.98549515,0.592793584
0.0200997256,0.983461797,0.590141475
0.0201353636,0.982930005,0.589854121
0.0201710016,0.982767642,0.590152681
0.0202066377,0.983189225,0.593324065
0.0202422757,0.984919369,0.602443874
0.0202779137,0.986675203,0.610437155
0.0203135516,0.988431096,0.618430436
0.0203491896,0.990362287,0.627524734
0.0203848276,0.993522763,0.64187187
0.0204204656,0.996682942,0.656217575
0.0204561036,0.999843121,0.670563281
0.0204917416,1.00300324,0.684908986
0.0205273796,1.00750339,0.699192584
0.0205630157,1.01182592,0.71535033
0.0205986537,1.01614869,0.731508553
0.0206342917,1.02047145,0.747666776
0.0206699297,1.02635384,0.760225117
0.0207055677,1.03277385,0.772582293
0.0207412057,1.03926706,0.78535831
0.0207768437,1.04576039,0.798134685
0.0208124816,1.05290174,0.805653512
0.0208481196,1.06029475,0.810202539
0.0208837576,1.06746423,0.815126181
0.0209193956,1.07463372,0.820049822
0.0209550317,1.08086336,0.824347913
0.0209906697,1.08625937,0.828271031
0.0210263077,1.09165549,0.832194149
0.0210619457,1.09718037,0.836099148
0.0210975837,1.10454619,0.841559172
0.0211332217,1.11292744,0.850165486
0.0211688597,1.12289715,0.856745601
0.0212044977,1.13274348,0.863307118
0.0212401357,1.14400196,0.870189726
0.0212757736,1.16358674,0.879061699
0.0213114098,1.18273938,0.887620926
0.0213470478,1.19199038,0.889217257
0.0213826858,1.20123422,0.890809417
0.0214183237,1.21693373,0.8926543
0.0214539617,1.22499192,0.89366442
0.0214895997,1.24195528,0.894663095
0.0215252377,1.24537277,0.89411056
0.0215608757,1.23931754,0.889475882
0.0219885297,0.77847898,0.610871136
0.0220241677,0.778550446,0.610881507
0.0220598057,0.778921306,0.611149907
0.0220954437,0.779023588,0.611342311
0.0221310798,0.780405521,0.612280786
0.0221667178,0.782511294,0.61354357
0.0222023558,0.785094976,0.615372539
0.0222379938,0.786799848,0.617314756
0.0222736318,0.788420498,0.6191957
0.0223092698,0.788235426,0.619572699
0.0223449077,0.788052619,0.619951427
0.0223805457,0.787873685,0.620334625
0.0224161837,0.787702084,0.62072593
0.0224518217,0.786811888,0.619021356
0.0224874597,0.785919368,0.6171422
0.0225230958,0.785026848,0.615263104
0.0225587338,0.784136474,0.613369286
0.0225943718,0.782533228,0.608831465
0.0226300098,0.780619502,0.603420734
0.0226656478,0.778705716,0.598010063
0.0227012858,0.77679199,0.592599392
0.0227369238,0.774384141,0.585839212
0.0227725618,0.771519005,0.578562915
0.0228081997,0.76865387,0.571286559
0.0228438377,0.765788734,0.564010262
0.0228794739,0.763373792,0.557682991
0.0229151119,0.761691391,0.553834319
0.0229507498,0.760008931,0.549985588
0.0229863878,0.758326471,0.546136856
0.0230220258,0.756638288,0.542812943
0.0230576638,0.754673839,0.53941685
0.0230933018,0.752709448,0.536020756
0.0231289398,0.750745058,0.532624722
0.0231645778,0.748860776,0.529556572
0.0232002158,0.746509314,0.526513696
0.0232358519,0.74415803,0.523470998
0.0232714899,0.741806567,0.520428181
0.0233071279,0.739464045,0.517341316
0.0233427659,0.736936569,0.514896631
0.0233784039,0.734326541,0.512804031
0.0234140418,0.731716752,0.51071167
0.0234496798,0.729107141,0.508619666
0.0234853178,0.726361573,0.507745326
0.0235209558,0.723631799,0.506901205
0.0235565938,0.720902085,0.506057203
0.0235922318,0.718172371,0.505213201
0.0236278679,0.715613425,0.503611803
0.0236635059,0.712777436,0.503894985
0.0236991439,0.710297227,0.502463758
0.0237347819,0.708305776,0.49868679
0.0237704199,0.706150234,0.495400131
0.0238060579,0.703660727,0.493111521
0.0238416959,0.700601041,0.49095729
0.0238773338,0.6957528,0.489223003
0.0239129718,0.691483378,0.487559766
0.0239486098,0.690508246,0.486303627
0.023984246,0.690352142,0.484399319
0.0240198839,0.692672193,0.480546445
0.0240555219,0.694992244,0.4766936
0.0240911599,0.695243835,0.475627631
0.0241267979,0.696165621,0.475018322
0.0241624359,0.698470712,0.475109041
0.0241980739,0.700775862,0.475199759
0.0242337119,0.70285517,0.47734502
0.0242693499,0.704818666,0.480396122
0.0243049879,0.706689537,0.484046459
0.0243406259,0.708560407,0.487696767
0.024376262,0.711719155,0.492845505
0.0244119,0.714885235,0.501456499
0.024447538,0.717047811,0.513284802
0.0244831759,0.719210386,0.525113046
0.0245188139,0.722951353,0.535084605
0.0245544519,0.728550196,0.543816984
0.0245900899,0.734050751,0.553537786
0.0246257279,0.739551246,0.563258588
0.0246613659,0.745770335,0.572896123
0.0246970039,0.754310191,0.582030833
0.02473264,0.763137043,0.590976238
0.024768278,0.771964371,0.599922061
0.024803916,0.78070879,0.608307958
0.024839554,0.788634658,0.61235404
0.024875192,0.79648751,0.616580069
0.02491083,0.804340303,0.620806038
0.024946468,0.812193155,0.625032067
0.0249821059,0.818925202,0.628413558
0.0250177439,0.825620413,0.631761432
0.0250533819,0.832315624,0.635109305
0.025089018,0.839086831,0.638366044
0.025124656,0.849446118,0.644720614
0.025160294,0.860328674,0.65262717
0.025195932,0.874043107,0.658339322
0.02523157,0.888987124,0.663086474
0.025267208,0.903007627,0.667376935
0.025302846,0.916408837,0.671374202
0.025338484,0.932342649,0.674556077
0.025374122,0.947761357,0.676857591
0.02540976,0.9609465,0.679135025
0.0254453979,0.970368385,0.680549324
0.0254810341,0.974389195,0.678720593
0.0255166721,0.970614791,0.675265312
0.0259443261,0.510580122,0.408846051
0.0259799641,0.510826826,0.409071356
0.0260156021,0.510875285,0.409106553
0.02605124,0.511996567,0.40995422
0.026086878,0.513033032,0.410803735
0.026122516,0.514892459,0.411599964
0.026158154,0.516463399,0.412654698
0.026193792,0.517772377,0.413819551
0.0262294281,0.519236207,0.416700631
0.0262650661,0.520789981,0.420585692
0.0263007041,0.521058977,0.421895951
0.0263363421,0.520276308,0.421090752
0.0263719801,0.519493639,0.420285583
0.0264076181,0.518710971,0.419480383
0.0264432561,0.517781973,0.418129295
0.0264788941,0.516662717,0.415970951
0.026514532,0.515543461,0.413812578
0.02655017,0.514424205,0.411654204
0.0265858062,0.51302284,0.409000844
0.0266214442,0.510692179,0.404792845
0.0266570821,0.508361518,0.400584668
0.0266927201,0.506030917,0.396376044
0.0267283581,0.503715575,0.392211616
0.0267639961,0.501496911,0.388851792
0.0267996341,0.499278307,0.385491967
0.0268352721,0.497059673,0.382132143
0.0268709101,0.494841039,0.378772318
0.0269065481,0.493515879,0.375027269
0.0269421842,0.49228844,0.371380717
0.0269778222,0.491060972,0.367733926
0.0270134602,0.489833474,0.364087164
0.0270490982,0.488399625,0.360226214
0.0270847362,0.486808389,0.35654211
0.0271203741,0.485217154,0.352858007
0.0271560121,0.483625919,0.349173903
0.0271916501,0.481208235,0.344508171
0.0272272881,0.477858454,0.338981837
0.0272629261,0.474508673,0.333455533
0.0272985641,0.471158892,0.327929199
0.0273342002,0.467876494,0.322408289
0.0273698382,0.46533221,0.317023158
0.0274054762,0.462787956,0.311637998
0.0274411142,0.460243672,0.306252867
0.0274767522,0.458028466,0.301149637
0.0275123902,0.455426931,0.297504216
0.0275480282,0.452825397,0.293858767
0.0275836661,0.450332612,0.290050864
0.0276193041,0.448459357,0.285395235
0.0276549421,0.4457151,0.285535246
0.0276905783,0.442970812,0.28567785
0.0277262162,0.441143453,0.282793522
0.0277618542,0.439391524,0.279662848
0.0277974922,0.437369347,0.281919241
0.0278331302,0.435295403,0.285206825
0.0278687682,0.433706135,0.285788029
0.0279044062,0.432283789,0.285441726
0.0279400442,0.431298941,0.288989812
0.0279756822,0.43056193,0.294305801
0.0280113202,0.429980636,0.297938228
0.0280469581,0.429399312,0.301570624
0.0280825943,0.429567069,0.306515694
0.0281182323,0.430509776,0.312707365
0.0281538703,0.431419432,0.31872946
0.0281895082,0.432329118,0.324751586
0.0282251462,0.43380022,0.330635816
0.0282607842,0.436482728,0.336602956
0.0282964222,0.439099133,0.342929006
0.0283320602,0.441715539,0.349255055
0.0283676982,0.444551855,0.355317712
0.0284033362,0.448827237,0.360163152
0.0284389723,0.453042448,0.36569193
0.0284746103,0.457257867,0.371221006
0.0285102483,0.461473316,0.376750082
0.0285458863,0.467888474,0.381961882
0.0285815243,0.474679321,0.387436837
0.0286171623,0.481470138,0.392911792
0.0286528002,0.488260984,0.398386776
0.0286884382,0.49618119,0.403332621
0.0287240762,0.504100502,0.409587622
0.0287597142,0.512019753,0.415842652
0.0287953503,0.519938648,0.422097325
0.0288309883,0.526577055,0.427333921
0.0288666263,0.53248173,0.431942493
0.0289022643,0.538386405,0.436551064
0.0289379023,0.544291019,0.441159636
0.0289735403,0.551500261,0.446878582
0.0290091783,0.558513343,0.453166664
0.0290448163,0.565500081,0.457535535
0.0290804543,0.572486758,0.461904377
