time,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8
0.078,0.231506629310027,0.194682653351794,0.0869824370276568,0.00472746499444222,0.0375930403972733,0.0387078563348078,0.0168977018678981,0.0328719566308702
0.08,0.205979710144488,0.220872733068765,0.0703343653896732,0.00757944965172004,0.0274443030497071,0.0334202262300581,0.0178866849892761,0.0272867941149306
0.082,0.222509785684663,0.215005726165364,0.0613811685560655,0.00847777440250602,0.0298270230674382,0.0523375656883346,0.0237990004650917,0.0247748069368241
0.084,0.20683712049483,0.204473950295141,0.0725769799178068,0.00641041701795176,0.0411395073181299,0.0713651261169386,0.0278541548854158,0.0237926412534817
0.086,0.229453633303923,0.181639736344601,0.0644544313764592,0.00464698960381791,0.0510613272916308,0.050370972377961,0.0329090340084036,0.0213452866385931
0.088,0.208635766179797,0.165295060305805,0.0536462804444922,0.0102427582078324,0.0572680566643257,0.0356582527731688,0.0330765727357569,0.018861882871236
0.09,0.223314837495537,0.142682284439354,0.0495457143163402,0.0111098763901622,0.087564072568709,0.0415314097004857,0.0306189349671834,0.0293875199109676
0.092,0.208424883420919,0.123299417991388,0.0724505650582334,0.0102652866397839,0.107724996894808,0.0334555384151144,0.0380566060088941,0.0299058928392299
0.094,0.227596596503358,0.108388880775673,0.137424191466941,0.00859505354763932,0.0806797311695857,0.0267573735663145,0.030866855446403,0.0670565296740445
0.096,0.216173264849959,0.0932696148442844,0.198873562463885,0.00892036240919837,0.064726696798722,0.0292028584522001,0.0234923930387717,0.068877443806765
0.098,0.222449445195887,0.079596379003798,0.293486860761424,0.00640435386739384,0.0587411856418918,0.0307857769959337,0.0194421368763693,0.0745595078747378
0.1,0.21222394211699,0.0650962475485878,0.328004567438212,0.00735344186563316,0.0521079473271374,0.0396021247685555,0.0147655461976777,0.0829130764790528
0.102,0.224621848863349,0.0559188988609927,0.460452092150982,0.00769384394655698,0.0463632906145474,0.0632312882303012,0.0371729893967951,0.0765362927961329
0.104,0.225410967258761,0.0460127012749634,0.503373456737355,0.00632592806687733,0.0506751924636072,0.0528220599176669,0.0761895326134024,0.0611771160237059
0.106,0.219965405678486,0.0388059284569929,0.541770598573021,0.00483640639143752,0.0515787504971468,0.042344840036476,0.0621793424956257,0.0547402489247145
0.108,0.217279867971084,0.0299525684739058,0.517678455550847,0.00398862910254812,0.0511210715590581,0.0458843161709057,0.0752843739657601,0.0441338343299723
0.11,0.22103192175717,0.0247043145535752,0.542067655633981,0.0030292303185388,0.0383962370148299,0.0498736079809076,0.0704640734559616,0.0410045075628044
0.112,0.233064456149648,0.0202221405945114,0.549998303234665,0.00436994231921513,0.0458834587580587,0.0400492202309619,0.0851358101007989,0.0312507571106788
0.114,0.216441400608353,0.0167791936428463,0.480365342250985,0.003534921922782,0.085653915251691,0.0330991704663339,0.0890158241948694,0.0448741548046463
0.116,0.222336070344476,0.0129038816983579,0.475931130279104,0.00373261466933672,0.12310193870157,0.0239097650875066,0.0747411211183118,0.0553037747760661
0.118,0.217255686798723,0.0105349288064094,0.437966834804399,0.00337665647199851,0.137993384940988,0.0178866477941123,0.0605017231492786,0.0464684740342257
0.12,0.236836726792508,0.00898349151577947,0.409273304371494,0.00354405136894316,0.151957406214388,0.012971425230717,0.0705098225772614,0.0503229431212882
0.122,0.212911856501974,0.00764783188845262,0.31547036789462,0.0067745128202992,0.164696228480901,0.00929158948791549,0.0904242168782016,0.0791676510079641
0.124,0.226100525385332,0.0063305626256864,0.286318192276182,0.0283426015739814,0.163227024626971,0.013325649691839,0.0744674423550324,0.0737887240586809
0.126,0.213993637182943,0.00539321594166013,0.243872232307134,0.0643887469637237,0.138029760942917,0.0100095664927017,0.0763922576236656,0.0740226593277282
0.128,0.236977296543541,0.00508588479612095,0.214483626124974,0.0812793263047541,0.100647925323959,0.028461474412752,0.0626290216223595,0.0562420034015103
0.13,0.210922700464831,0.00469991023387656,0.165124629166358,0.0830782535662476,0.0926657506789308,0.0699106371851347,0.0524259519063871,0.0778565772925876
0.132,0.227552607829567,0.00421082118431806,0.154005540854416,0.0782198356724893,0.0886671243132379,0.0802045167528406,0.0542374076574607,0.0625378283912855
0.134,0.211739853563032,0.0037424446131286,0.139213639238456,0.0701875158753663,0.0876090825595144,0.0628093307367972,0.0443947641507758,0.0550112165589132
0.136,0.234412701759339,0.00382510053235646,0.137669505739766,0.0668833733576652,0.0851933404184444,0.0687286114278856,0.0481709895964642,0.055887061667751
0.138,0.212404978365286,0.00380209437240191,0.121596158955267,0.0610639286700736,0.0870980674691376,0.0479520309474583,0.0457785945606087,0.0485849256403675
0.14,0.226607744225389,0.00346824935404539,0.123816348231428,0.0467423312669913,0.0736035851505353,0.0379921855711235,0.0321926946769236,0.0433644834165443
0.142,0.211399695310944,0.00313336374270731,0.126526886193285,0.0337146414524748,0.0651365768436002,0.0278610551035119,0.0297610379982378,0.0512277085145369
0.144,0.230487924362517,0.00330806278888307,0.128928533415573,0.0240925482838146,0.0636409862316995,0.0312774221896937,0.0540319038572161,0.0496476209774788
0.146,0.218193977704787,0.00344399370417344,0.127623302294097,0.017274435883574,0.0629557935817509,0.0479808227851872,0.050415523470446,0.0475368949254714
0.148,0.224104219999269,0.00310015033596299,0.127323584231715,0.0120147194120512,0.0518845021630556,0.0657387531534384,0.0411054960305093,0.0355019539035618
0.15,0.213415123317187,0.00289157434180713,0.132935800421986,0.0084443940842298,0.0559139978976031,0.0475629556464161,0.0344750180893508,0.0342787747066724
0.152,0.226071118925791,0.00306605770215439,0.128692571350336,0.00619431103422286,0.0777239903782324,0.0384003895518157,0.0259156267343323,0.0537253253685187
0.154,0.225979094794544,0.00330626389165419,0.13257996714176,0.0049337004254605,0.103063400561534,0.0702079739880698,0.0206582986904857,0.0433349260451611
0.156,0.220504875311619,0.00297502713400587,0.127182423644061,0.00407815551359787,0.094737680325335,0.0551721301019974,0.0154737186281464,0.0494161632210561
0.158,0.216988484951622,0.00289379472719034,0.136189085592675,0.00320890811289865,0.122979511646949,0.0580284414804331,0.013172483988975,0.0445216880154592
0.16,0.221337349128268,0.00302595747934164,0.126951358884655,0.00275227164151544,0.127960577644999,0.0527817817422918,0.0130652419510069,0.0336158860843786
0.162,0.232203617968932,0.00334931121967379,0.138127311111951,0.00242416362864455,0.132272251449044,0.0432433014779306,0.0102197092826575,0.0292756897019952
0.164,0.215984013785984,0.00309794497669912,0.134509245125346,0.00206202438137707,0.114700548289192,0.0340597019277278,0.00809890930664001,0.0217871309426623
0.166,0.220688203304531,0.00306650540763996,0.153120223225394,0.00191811657837413,0.127827473047963,0.0346252280431195,0.00647488284668792,0.0175267748135862
0.168,0.216409900895948,0.00311286947958472,0.140591051528421,0.00219392327015465,0.133901183138355,0.0616171313824476,0.0117881199452256,0.0161456770019341
0.17,0.234859703225133,0.00349757239397644,0.163535343465937,0.00243008765138253,0.133064337915874,0.0510149536524398,0.0112982441623775,0.0133865557824144
0.172,0.211227856050066,0.00340747371805631,0.167700027828132,0.00272679343046707,0.120023835070562,0.0563863406313754,0.0112394069074318,0.0136447945331235
0.174,0.223267682772421,0.00330284619824962,0.196303974701451,0.00386173537357851,0.143255186546222,0.0705364513697859,0.0170533304921739,0.0236572847389604
0.176,0.211883512916587,0.00325001262544376,0.179972610683635,0.00526114817189222,0.151137986442216,0.0662571148190801,0.0244109294671175,0.0175301319611118
0.178,0.234104302303482,0.00367972297154207,0.20876625827659,0.007297185196414,0.16872672728004,0.0814101822195277,0.0255519757300039,0.0211099398937502
0.18,0.208103198245557,0.00380318560906938,0.217087670421563,0.0086299425335022,0.158940327797937,0.0736982363628527,0.0231853485926182,0.0293731212893623
0.182,0.224058741522053,0.00351491471851985,0.245631039770444,0.0110931556241458,0.181865134726124,0.0589814536981684,0.0199898177834428,0.036951499196375
0.184,0.208786831254964,0.00340697310205084,0.228059611153162,0.0123587142220952,0.176176355765219,0.0558623360836125,0.0259451165501797,0.0354790422750338
0.186,0.231159837526484,0.00386598383625995,0.249748576954568,0.0164734924503228,0.180046924818012,0.0637251080530891,0.0319972480268994,0.0297442644736891
0.188,0.208840188222889,0.00418565549577894,0.257099985691368,0.0178408065258345,0.183222394185411,0.0560952127322369,0.0287240068049922,0.0445795011395895
0.19,0.223013786015695,0.00369284666386859,0.276790895034158,0.0193918581530239,0.187727120857282,0.0581298294996051,0.040926005825922,0.0453816340988287
0.192,0.207921425138373,0.00362094773942044,0.263549799315459,0.0173987759487656,0.18386393244918,0.0834542441336678,0.051733241583107,0.0474493609146097
0.194,0.227107528591502,0.00406868086691254,0.271290078152612,0.0188696374764676,0.154729533380052,0.0762616786591453,0.0693055603326751,0.0486106951308995
0.196,0.213942962700833,0.00451166525165455,0.279801286085088,0.0181519119400442,0.145680670770953,0.0944380491994089,0.0624610143880098,0.0484378677699485
0.198,0.220425662462192,0.00388178990868185,0.29011606802904,0.0160569451778382,0.146171237003294,0.0812779158646467,0.069893844529479,0.0508279368341388
0.2,0.20931189277447,0.00390382347438095,0.287553481576791,0.0135827500506913,0.13213414726534,0.0655264728949701,0.0568428498839887,0.0482192816719565
0.202,0.222464307113679,0.00426878475032823,0.28007919148909,0.0123810167067995,0.107018817161016,0.0566234343218694,0.0756133391260253,0.0499244455000563
0.204,0.221241259642466,0.00475497457730129,0.29372781366216,0.0109239306576916,0.0922263316325637,0.0520006793582926,0.0648347621612216,0.0718696643714604
0.206,0.216640926213441,0.00414111506677288,0.295921388688442,0.00897630843642056,0.0863484259955618,0.0476775774448093,0.0606498034926835,0.0522965532115518
0.208,0.212304310789275,0.00421207878755726,0.303178653218492,0.00779039853024638,0.0853969111324889,0.0383869151135873,0.0808553064625564,0.0686086218176016
0.21,0.217474002482963,0.00442564161386129,0.282592321750716,0.00662664548641971,0.0753385226836794,0.0392934976219368,0.066576184131199,0.0836515417781063
0.212,0.227416097413671,0.00492552365145269,0.301829014665172,0.00564838792927351,0.0646475844889175,0.0427569331625211,0.0545944151015438,0.0731503608793998
0.214,0.212039240783543,0.00451088928162696,0.297556920455119,0.00475406807861605,0.0462617356001359,0.0632974131532553,0.0513736520076637,0.0681627693762344
0.216,0.21582189671617,0.00447152114421721,0.311499624635577,0.00424935354085828,0.0386845459800653,0.0641843563509176,0.0373647200263306,0.0674631200642633
0.218,0.212483941559156,0.00450435405895895,0.28297226301125,0.00370701456334945,0.0317859878193,0.0587510242501122,0.035542182455751,0.0583396802606016
0.22,0.230339011202386,0.00501350063003466,0.308337263174306,0.0032926349620519,0.0262489913772309,0.0517394279059499,0.030013737238248,0.0967540899602905
0.222,0.20743076527137,0.00490501018585959,0.301806512950528,0.00307700988850317,0.024865186066369,0.0708764880095287,0.0258433872839516,0.0885071480074659
0.224,0.218718196424547,0.00459819644305624,0.321460932085349,0.00306307948681307,0.0238623868897642,0.0823363836657573,0.0210991160501357,0.0934588976666102
0.226,0.208169092134725,0.00449448245690337,0.290025816352665,0.00299988929903025,0.0215655520201922,0.0892706758948164,0.0186628705211962,0.08136618986531
0.228,0.230042947587021,0.00500193861150042,0.322465873066243,0.00301549222238809,0.0193076034374264,0.0779336791743943,0.0168761864788727,0.078073257737563
0.23,0.204596165198475,0.00517458434600139,0.317324036394159,0.00308477116679323,0.0149564474613291,0.058990695201207,0.0145471469973372,0.0688680852189107
0.232,0.220111330446983,0.00457850372917706,0.34057289518458,0.00329857095775638,0.0110768462452921,0.0466312864280012,0.0196037080460767,0.061503873487522
0.234,0.205384990589128,0.00443405999772986,0.307566392888642,0.00320676383214487,0.00878706834209796,0.0372659293898477,0.0306153109989081,0.0746871345752161
0.236,0.227628304443914,0.004916782069011,0.343411891699598,0.00370056420199041,0.00843015009015229,0.0335443635408791,0.0290059380312239,0.0648169417089411
0.238,0.205627455465186,0.00527087341668001,0.340101984565135,0.00400965298278633,0.0205562454746009,0.0279431106426867,0.043478032211133,0.0663193927215235
0.24,0.219684018252587,0.00449223380740249,0.362384136035186,0.0043622071856196,0.0394292198953944,0.0279565913776155,0.0589529211814454,0.0503439740711786
0.242,0.204802791674492,0.00441180837536566,0.32896163779554,0.00412931726570727,0.0516953656824499,0.0259360989654129,0.0514219458528365,0.0357464672732671
0.244,0.224070338265934,0.00483725129833001,0.365215321964267,0.00465264139590351,0.0525404940744496,0.0228561814597499,0.0370274848506606,0.0289397435226915
0.246,0.211020839894338,0.00527909749247704,0.365645823161228,0.00455022815438361,0.0596144616962992,0.0281272711659582,0.0272815185110929,0.0242595877932089
0.248,0.217647398761232,0.00446667857598568,0.385055356873001,0.00451079464505853,0.0779386073062216,0.031497495127297,0.021708161120684,0.018801533431465
0.25,0.206481733463287,0.00448659830539219,0.353825902743382,0.00399489812107409,0.0958112110481858,0.0342509304644887,0.0171110386637097,0.0230556194735942
0.252,0.219887436044885,0.00480443980459809,0.387822772967057,0.00381238923724995,0.104453054244071,0.0558286377593513,0.0158461743231513,0.0193071807803048
0.254,0.218614411056238,0.00528057973401032,0.394683833796141,0.00337624969342182,0.100943488876204,0.0586849957213823,0.0139796019304467,0.0167829144078102
0.256,0.214346736601484,0.00459527052240131,0.408953764799908,0.00309566818903311,0.111688439929815,0.0515919212415423,0.0138992953810268,0.0155358102683626
0.258,0.209768206989612,0.00463568484264581,0.38365973527851,0.00275936279941902,0.108798149032165,0.0432117657250543,0.0101768508336953,0.0126517367423794
0.26,0.215317392836699,0.00480827070614894,0.410985918458945,0.00252478160400696,0.106771520830505,0.0410720928249121,0.00965132211813651,0.0213464272484461
0.262,0.225035673215236,0.00531135110536764,0.424840014233395,0.00246914296460491,0.0976527097159779,0.0495897333032926,0.00771641198019243,0.0236388208955875
0.264,0.210105064447798,0.00489504413304221,0.430926130495633,0.00242991847482161,0.0919713085367513,0.0531514662366899,0.0121347352425365,0.0223963228571363
0.266,0.213507961862201,0.00479865349376624,0.415987378798689,0.00236415081909647,0.10057217957095,0.0450505825701101,0.0189180846764909,0.0263510985975235
0.268,0.21060749814365,0.0048167866331239,0.431506559416548,0.00229115729255845,0.106900054985869,0.0404246117257754,0.0179078981608946,0.0254549488702638
0.27,0.228146403828399,0.0053423424699493,0.45337891134285,0.00244599165207942,0.11089260087761,0.0368036240025863,0.0150637188528737,0.029565927710659
0.272,0.205633784709173,0.00526116566817979,0.449815629608164,0.00268682887580998,0.102256007987583,0.0309959159707107,0.0123157688361023,0.029739608098403
0.274,0.216499054432487,0.00488367173748807,0.450074194808548,0.00263923673295088,0.0991717771544763,0.022486374040143,0.0100698426654887,0.0300668651762036
0.276,0.206351293966439,0.00477807499452277,0.450939243987695,0.00286788395392112,0.0908568196447868,0.0166448430692649,0.0247229018351901,0.0791969355090703
0.278,0.227942508618955,0.00530283824603345,0.483092319433255,0.00320180363500187,0.0829379935128202,0.0126317059354607,0.0480984777851053,0.130115076094488
0.28,0.202730940079667,0.00551228617991656,0.470561934134763,0.00377626989304951,0.0716198201745412,0.0110323799432699,0.0427303723242842,0.102458477138555
0.282,0.21794449442546,0.00484151526566158,0.488772730546407,0.00384293602554322,0.0581719063709792,0.0105144747191817,0.0813911535627036,0.0726508003198369
0.284,0.203501904883988,0.00470697318714212,0.473820169625754,0.00440145620195475,0.0512261641535461,0.0125941718412114,0.08897395589441,0.0609365398461671
0.286,0.225581641628269,0.00520349492005121,0.517251673059099,0.00502083802843323,0.044942662198651,0.0121131124746858,0.0777157548846806,0.0637281249400864
0.288,0.203654133116651,0.00558977944071225,0.49516398765306,0.00581231360789428,0.0396920424826177,0.0206752531746261,0.0577567599603742,0.0531991301403058
0.29,0.217624539154348,0.00474224551736663,0.529617188481684,0.00628126013006484,0.0322246860962414,0.0304309015317701,0.0454416608032842,0.091876641119541
0.292,0.202859761765483,0.00468065084687469,0.498199916206786,0.00694077981650568,0.0304270351607387,0.0320335843961234,0.0376873984215161,0.0838264378412573
0.294,0.222109713467173,0.00511257930371029,0.549586259534389,0.00809728499637209,0.0276487446977465,0.0272992676790157,0.0280271981558688,0.0746169768726544
0.296,0.208992561924434,0.00558158000773714,0.520059503871628,0.00869975469900585,0.0262279779396082,0.0260604695118531,0.0275272854642206,0.0959014039426892
0.298,0.215738785572966,0.00472510541694532,0.560236235103535,0.00980667759600848,0.0215729290017879,0.0232911663751374,0.0364464140447586,0.105851134233515
0.3,0.204516395117846,0.00476256310278878,0.518327750637066,0.0103733528302174,0.0212396844637413,0.017631282129365,0.035763642985173,0.0871747046158877
0.302,0.218041875700149,0.00508293393026088,0.569482057844574,0.0121848173577328,0.0196950498644052,0.021097833746668,0.0370161834710183,0.0832802294249767
0.304,0.216592834433377,0.00559074528497034,0.540992732541355,0.0122943081933612,0.0184654323636388,0.0288103048099128,0.0341945270715149,0.0632667762559021
0.306,0.212577153318632,0.00490030330054426,0.573721750110708,0.0143748172232151,0.0156227718459623,0.0387411220990126,0.0500009588334066,0.0792635957521205
0.308,0.207812323842186,0.00494039729811274,0.532561700724392,0.0152876555474887,0.0154228123508416,0.0385990926316684,0.0559248700750202,0.066888527423599
0.31,0.213574203365651,0.00511043841707754,0.574629165986125,0.0186689317749713,0.013951129461908,0.052165408678259,0.0466510637272415,0.0840090093762152
0.312,0.223090965120833,0.00565514036768521,0.556734021161818,0.0185603462712874,0.0130385037595893,0.0624405355700634,0.0348780064376073,0.0700351740941387
0.314,0.20844770640426,0.00527908503294248,0.573733679032649,0.022993615909791,0.0127041383277254,0.0685654019505391,0.0318591410197338,0.0658142291503413
0.316,0.211604545118544,0.00514890158217789,0.544341644185399,0.02438242104544,0.0173621250632337,0.0571765967179924,0.0322605045231744,0.0607223213368348
0.318,0.208958219261086,0.00516671995998215,0.569881777963957,0.0295080562551308,0.0206445521383875,0.0516072928985379,0.0306593829315738,0.0610895728656351
0.32,0.22631712591497,0.00575365222102787,0.568276085424466,0.0284021341453052,0.0196247256402837,0.0455208177033653,0.0306729764895739,0.0496118669683835
0.322,0.204075308465403,0.00575564762188583,0.566270898568001,0.0334115731841716,0.021267853155448,0.0381604413721053,0.0407451270823293,0.0546128934781122
0.324,0.214697962226413,0.00531319877625607,0.556210740270152,0.0338966542134101,0.0199136133727625,0.0388533758423433,0.044849724326891,0.0655877553186378
0.326,0.204805084703864,0.00523390965560047,0.559725692297107,0.0373046154155821,0.0182090198958665,0.03851411285387,0.0420377809646428,0.118546373731305
0.328,0.226241409542084,0.00585917622945714,0.57496231120242,0.0356270317541464,0.0146089601248131,0.0414109575689962,0.0343555542837527,0.178507436901083
0.33,0.20124266960699,0.00618844729782208,0.554339256545625,0.0375111838436626,0.0115546261319322,0.0472613897971814,0.0479889525235522,0.176691117331965
0.332,0.216255060493658,0.00541685866574334,0.565935564262104,0.0368200873846575,0.0109234293277907,0.0615600350721874,0.0664155591809868,0.17552822899321
0.334,0.202030077665002,0.00534439209775464,0.547329928970709,0.0366435436017637,0.0122416285631875,0.0709803515311125,0.0741125417958085,0.168805344546871
0.336,0.22397773739009,0.00596233851772469,0.578106326228117,0.0361525261228509,0.0129134923478174,0.0707549258670641,0.0868655461011588,0.131276390781642
0.338,0.202172486406234,0.00648712779598382,0.543023020713559,0.034277985498993,0.0117733003136285,0.0568408224086276,0.0778915395605234,0.0992892665503129
0.34,0.216014841067952,0.00549470413136788,0.572687336448157,0.0338745955864909,0.0138939759925379,0.0455034006731948,0.100152843194064,0.0777317372764576
0.342,0.201385901108567,0.00551136280960017,0.536487617378348,0.0315460747323626,0.0142743645011552,0.0330185687404707,0.127994789378035,0.0565530596749369
0.344,0.220550148824667,0.00604111368552268,0.578938360457598,0.0324025116439159,0.0139740912081594,0.0228165135525909,0.148133455176139,0.0410853566403054
0.346,0.207445410132569,0.00663551061258026,0.537772019478222,0.0290622877712116,0.0118720308540279,0.0161725418463877,0.131506594981705,0.0324385391885636
0.348,0.214158673096493,0.00562000049649634,0.574631836190372,0.029544564576458,0.0111072095841253,0.0113632763427508,0.161370473847739,0.0352459580283311
0.35,0.202962817977532,0.00571669556548702,0.530742907373124,0.0267023796339852,0.00937505511983909,0.00811745311141695,0.171422489131629,0.0467614693291834
0.352,0.216483222876418,0.00608186444438866,0.576557472392268,0.0278931304269078,0.00825816910094249,0.00604069288231426,0.198996435439655,0.0622784048645416
0.354,0.214951629169059,0.00668459797900959,0.541442235135673,0.0250349205934929,0.00652114777225356,0.00497306983070388,0.194400559885729,0.0690134008735523
0.356,0.211002951305933,0.00587216645013498,0.572666768042692,0.0255783936803893,0.00546993571247681,0.00412317040567518,0.183682396609094,0.0559692930743945
0.358,0.206151666267655,0.00591394216226955,0.533078290919581,0.0229553295421858,0.00433900742734943,0.00473542069158832,0.170237354539135,0.0666815650652574
0.36,0.212000442702507,0.00607115478510262,0.571880112186476,0.0235759785333642,0.00351516517302955,0.00608727571476652,0.155395660169964,0.0921549010281063
0.362,0.221375482271753,0.00668206836189741,0.551922854929227,0.0220024787494369,0.00266159534946079,0.00523334793835452,0.135902273089278,0.0923186360879087
0.364,0.206873125863357,0.00625074442194133,0.568391531963024,0.0213215154357417,0.00208473435243156,0.00540612994584387,0.169949782673782,0.074555724655009
0.366,0.209868959932223,0.00604989990023168,0.543744860129775,0.0193072166178416,0.00161066446178632,0.00473015300462274,0.185542701760874,0.0832430441026152
0.368,0.207384843488015,0.00601973660522104,0.564727701376825,0.0189994302658605,0.00124090428718318,0.00375007803461045,0.204005484756738,0.0815534372241016
0.37,0.224578409837225,0.0066593911436338,0.563219655512981,0.0184292099897214,0.000996162637301577,0.00299213712119599,0.172050304553478,0.0743985894888028
0.372,0.202518635185522,0.00666451044000757,0.561005479654,0.0166074462122855,0.000874630945425238,0.00246783863322111,0.175780993969612,0.0666650158630451
0.374,0.212957219440214,0.00609705180202205,0.558046772085169,0.0153462351724502,0.000825376958866501,0.00215900814551873,0.170236765019623,0.0543286415829015
0.376,0.203261826668759,0.00596246284692812,0.55480350804414,0.0144690212553628,0.000773627593524824,0.00192397356870901,0.202251816021674,0.0370830045831503
0.378,0.224528756819891,0.0066193149354855,0.571470392898504,0.0143373667671078,0.000856128567429128,0.0020232825461259,0.224628080968414,0.0258572711404148
0.38,0.199734102408675,0.00697141294127004,0.54980772056166,0.0124379386361747,0.00105705669087136,0.00213606140769339,0.171982343300419,0.034639707698253
